,id,balance,update_time
1000,27189,622.17691179,2024-11-22 01:18:26.868702
1001,27190,622.19769844,2024-11-22 01:20:26.968130
1002,27191,622.22441001,2024-11-22 01:22:27.068959
1003,27192,622.26521781,2024-11-22 01:24:27.165679
1004,27193,622.24641659,2024-11-22 01:26:27.267734
1005,27194,622.26132809,2024-11-22 01:28:27.365998
1006,27195,622.28518604,2024-11-22 01:30:27.465524
1007,27196,622.28926087,2024-11-22 01:32:27.567722
1008,27197,622.29159704,2024-11-22 01:34:27.663198
1009,27198,622.27471997,2024-11-22 01:36:27.764444
1010,27199,622.28432981,2024-11-22 01:38:27.863816
1011,27200,622.26785932,2024-11-22 01:40:28.059927
1012,27201,622.25700011,2024-11-22 01:42:28.055631
1013,27202,622.33341859,2024-11-22 01:44:28.159956
1014,27203,622.31862972,2024-11-22 01:46:28.246354
1015,27204,622.29790022,2024-11-22 01:48:28.352395
1016,27205,622.2910163,2024-11-22 01:50:28.451380
1017,27206,622.30857593,2024-11-22 01:52:28.550112
1018,27207,622.31699577,2024-11-22 01:54:28.648491
1019,27208,622.30524405,2024-11-22 01:56:28.751064
1020,27209,622.30657072,2024-11-22 01:58:28.850620
1021,27210,622.35319401,2024-11-22 02:00:28.956995
1022,27211,622.28134762,2024-11-22 02:02:29.054962
1023,27212,622.35140363,2024-11-22 02:04:29.157614
1024,27213,622.37645794,2024-11-22 02:06:29.258127
1025,27214,622.31867457,2024-11-22 02:08:29.358408
1026,27215,622.29925333,2024-11-22 02:10:29.450698
1027,27216,622.28435987,2024-11-22 02:12:29.552317
1028,27217,622.30419521,2024-11-22 02:14:29.655311
1029,27218,622.30424166,2024-11-22 02:16:29.740581
1030,27219,622.29644331,2024-11-22 02:18:29.850572
1031,27220,622.28239186,2024-11-22 02:20:29.951520
1032,27221,622.28674693,2024-11-22 02:22:30.046852
1033,27222,622.30550095,2024-11-22 02:24:30.146709
1034,27223,622.383486,2024-11-22 02:26:30.246756
1035,27224,622.37906691,2024-11-22 02:28:30.346048
1036,27225,622.37888341,2024-11-22 02:30:30.448555
1037,27226,622.33392139,2024-11-22 02:32:30.542754
1038,27227,622.34076705,2024-11-22 02:34:30.641818
1039,27228,622.35649233,2024-11-22 02:36:30.742892
1040,27229,622.35533245,2024-11-22 02:38:30.844870
1041,27230,622.39002475,2024-11-22 02:40:30.990105
1042,27231,622.39673079,2024-11-22 02:42:31.040638
1043,27232,622.42826464,2024-11-22 02:44:31.136959
1044,27233,622.44234581,2024-11-22 02:46:31.235114
1045,27234,622.4847961,2024-11-22 02:48:31.314415
1046,27235,622.47603588,2024-11-22 02:50:31.415741
1047,27236,622.44794771,2024-11-22 02:52:31.511847
1048,27237,622.45555343,2024-11-22 02:54:31.612801
1049,27238,622.44001925,2024-11-22 02:56:31.708532
1050,27239,622.4749619,2024-11-22 02:58:31.809777
1051,27240,622.48764225,2024-11-22 03:00:31.907807
1052,27241,622.53631485,2024-11-22 03:02:31.965316
1053,27242,622.61776643,2024-11-22 03:04:32.063509
1054,27243,622.55192696,2024-11-22 03:06:32.164036
1055,27244,622.50573514,2024-11-22 03:08:32.268561
1056,27245,622.51479975,2024-11-22 03:10:32.368645
1057,27246,622.4034753,2024-11-22 03:12:32.468573
1058,27247,622.47346729,2024-11-22 03:14:32.570586
1059,27248,622.39206053,2024-11-22 03:16:32.729529
1060,27249,622.42323454,2024-11-22 03:18:32.752158
1061,27250,622.44333078,2024-11-22 03:20:32.845359
1062,27251,622.47149568,2024-11-22 03:22:32.953151
1063,27252,622.44663052,2024-11-22 03:24:33.051109
1064,27253,622.44743902,2024-11-22 03:26:33.149604
1065,27254,622.44428563,2024-11-22 03:28:33.250162
1066,27255,622.46025158,2024-11-22 03:30:33.350125
1067,27256,622.47630301,2024-11-22 03:32:33.448965
1068,27257,622.36987479,2024-11-22 03:34:33.548429
1069,27258,622.34237205,2024-11-22 03:36:33.654057
1070,27259,622.35136103,2024-11-22 03:38:33.752801
1071,27260,622.32540983,2024-11-22 03:40:33.849502
1072,27261,622.28356077,2024-11-22 03:42:33.945541
1073,27262,622.36143523,2024-11-22 03:44:34.047634
1074,27263,622.36885586,2024-11-22 03:46:34.170165
1075,27264,622.38092747,2024-11-22 03:48:34.231757
1076,27265,622.41671456,2024-11-22 03:50:34.332861
1077,27266,622.41856121,2024-11-22 03:52:34.431932
1078,27267,622.42289913,2024-11-22 03:54:34.531995
1079,27268,622.42590914,2024-11-22 03:56:34.632866
1080,27269,622.43208366,2024-11-22 03:58:34.736552
1081,27270,622.50737844,2024-11-22 04:00:34.823765
1082,27271,622.5558697,2024-11-22 04:02:34.925026
1083,27272,622.54253142,2024-11-22 04:04:35.026786
1084,27273,622.54049521,2024-11-22 04:06:35.126903
1085,27274,622.54315854,2024-11-22 04:08:35.229370
1086,27275,622.54442351,2024-11-22 04:10:35.328664
1087,27276,622.5443517,2024-11-22 04:12:35.431758
1088,27277,622.54972522,2024-11-22 04:14:35.531381
1089,27278,622.49271951,2024-11-22 04:16:35.657112
1090,27279,622.50847157,2024-11-22 04:18:35.731905
1091,27280,622.47930249,2024-11-22 04:20:35.837723
1092,27281,622.48665747,2024-11-22 04:22:35.936923
1093,27282,622.59318836,2024-11-22 04:24:36.035540
1094,27283,622.56320609,2024-11-22 04:26:36.137237
1095,27284,622.60773958,2024-11-22 04:28:36.238943
1096,27285,622.58354254,2024-11-22 04:30:36.335771
1097,27286,622.62969483,2024-11-22 04:32:36.438174
1098,27287,622.63981664,2024-11-22 04:34:36.537750
1099,27288,622.66516794,2024-11-22 04:36:36.636657
1100,27289,622.6417294,2024-11-22 04:38:36.736199
1101,27290,622.58211905,2024-11-22 04:40:36.837335
1102,27291,622.48437874,2024-11-22 04:42:36.939629
1103,27292,622.47017065,2024-11-22 04:44:37.033006
1104,27293,622.47282425,2024-11-22 04:46:37.132624
1105,27294,622.5326335,2024-11-22 04:48:37.209316
1106,27295,622.60730555,2024-11-22 04:50:37.308692
1107,27296,622.61694394,2024-11-22 04:52:37.370402
1108,27297,622.60239486,2024-11-22 04:54:37.471889
1109,27298,622.60143439,2024-11-22 04:56:37.572666
1110,27299,622.64899099,2024-11-22 04:58:37.669922
1111,27300,622.65689624,2024-11-22 05:00:37.772145
1112,27301,622.70186438,2024-11-22 05:02:37.875699
1113,27302,622.69779909,2024-11-22 05:04:37.973638
1114,27303,622.69646666,2024-11-22 05:06:38.079227
1115,27304,622.65122435,2024-11-22 05:08:38.174716
1116,27305,622.64095178,2024-11-22 05:10:38.273668
1117,27306,622.62821741,2024-11-22 05:12:38.372810
1118,27307,622.61652669,2024-11-22 05:14:38.467111
1119,27308,622.62840445,2024-11-22 05:16:38.602565
1120,27309,622.5800992,2024-11-22 05:18:38.664793
1121,27310,622.59111429,2024-11-22 05:20:38.765583
1122,27311,622.59848856,2024-11-22 05:22:38.869539
1123,27312,622.5666254,2024-11-22 05:24:38.967632
1124,27313,622.57508799,2024-11-22 05:26:39.068719
1125,27314,622.58601038,2024-11-22 05:28:39.170675
1126,27315,622.58934394,2024-11-22 05:30:39.276334
1127,27316,622.61182445,2024-11-22 05:32:39.369030
1128,27317,622.57044419,2024-11-22 05:34:39.463477
1129,27318,622.57273116,2024-11-22 05:36:39.566764
1130,27319,622.58303035,2024-11-22 05:38:39.668021
1131,27320,622.5782869,2024-11-22 05:40:39.765790
1132,27321,622.56752546,2024-11-22 05:42:39.917901
1133,27322,622.58502542,2024-11-22 05:44:39.969426
1134,27323,622.60500173,2024-11-22 05:46:40.004949
1135,27324,622.58006754,2024-11-22 05:48:40.149591
1136,27325,622.59570723,2024-11-22 05:50:40.149665
1137,27326,622.58653221,2024-11-22 05:52:40.245418
1138,27327,622.5988413,2024-11-22 05:54:40.346358
1139,27328,622.56106958,2024-11-22 05:56:40.448188
1140,27329,622.55848736,2024-11-22 05:58:40.548334
1141,27330,622.58879653,2024-11-22 06:00:40.649846
1142,27331,622.57271979,2024-11-22 06:02:40.745969
1143,27332,622.54992377,2024-11-22 06:04:40.837895
1144,27333,622.58125236,2024-11-22 06:06:40.943995
1145,27334,622.57347808,2024-11-22 06:08:41.042758
1146,27335,622.58142238,2024-11-22 06:10:41.140974
1147,27336,622.56149099,2024-11-22 06:12:41.239793
1148,27337,622.6048784,2024-11-22 06:14:41.340416
1149,27338,622.56877542,2024-11-22 06:16:41.493687
1150,27339,622.57847468,2024-11-22 06:18:41.549134
1151,27340,622.57622525,2024-11-22 06:20:41.652384
1152,27341,622.55941114,2024-11-22 06:22:41.759443
1153,27342,622.55985763,2024-11-22 06:24:41.858014
1154,27343,622.55239779,2024-11-22 06:26:41.959307
1155,27344,622.5857169,2024-11-22 06:28:42.056703
1156,27345,622.58707247,2024-11-22 06:30:42.158614
1157,27346,622.59391016,2024-11-22 06:32:42.261308
1158,27347,622.60596677,2024-11-22 06:34:42.359984
1159,27348,622.59125314,2024-11-22 06:36:42.460632
1160,27349,622.54626669,2024-11-22 06:38:42.563074
1161,27350,622.54108169,2024-11-22 06:40:42.668614
1162,27351,622.53266127,2024-11-22 06:42:42.740305
1163,27352,622.52305923,2024-11-22 06:44:42.840680
1164,27353,622.57270408,2024-11-22 06:46:42.985393
1165,27354,622.6138834,2024-11-22 06:48:44.025720
1166,27355,622.58933747,2024-11-22 06:50:44.130191
1167,27356,622.58133206,2024-11-22 06:52:44.227878
1168,27357,622.5862932,2024-11-22 06:54:44.329775
1169,27358,622.57126672,2024-11-22 06:56:44.428992
1170,27359,622.59616588,2024-11-22 06:58:44.530293
1171,27360,622.57205798,2024-11-22 07:00:44.631704
1172,27361,622.57063396,2024-11-22 07:02:44.731331
1173,27362,622.57931832,2024-11-22 07:04:44.831632
1174,27363,622.55718745,2024-11-22 07:06:44.929817
1175,27364,622.58116757,2024-11-22 07:08:45.030212
1176,27365,622.60990611,2024-11-22 07:10:45.130259
1177,27366,622.59573914,2024-11-22 07:12:45.229970
1178,27367,622.58131028,2024-11-22 07:14:45.333613
1179,27368,622.59898105,2024-11-22 07:16:44.480430
1180,27369,622.5870533,2024-11-22 07:18:45.155886
1181,27370,622.58434238,2024-11-22 07:20:45.260725
1182,27371,622.61860216,2024-11-22 07:22:45.358673
1183,27372,622.59088373,2024-11-22 07:24:45.456406
1184,27373,622.61174595,2024-11-22 07:26:45.557722
1185,27374,622.60001247,2024-11-22 07:28:45.659545
1186,27375,622.63242516,2024-11-22 07:30:45.758868
1187,27376,622.6106404,2024-11-22 07:32:45.861713
1188,27377,622.61431846,2024-11-22 07:34:45.965687
1189,27378,622.5880775,2024-11-22 07:36:45.972967
1190,27379,622.58303658,2024-11-22 07:38:46.078987
1191,27380,622.5682333,2024-11-22 07:40:46.175070
1192,27381,622.59521174,2024-11-22 07:42:46.275104
1193,27382,622.61564039,2024-11-22 07:44:46.375425
1194,27383,622.61581403,2024-11-22 07:46:45.908897
1195,27384,622.58428839,2024-11-22 07:48:46.557786
1196,27385,622.61256454,2024-11-22 07:50:46.658031
1197,27386,622.59745385,2024-11-22 07:52:46.760259
1198,27387,622.60884221,2024-11-22 07:54:46.855035
1199,27388,622.60849871,2024-11-22 07:56:46.957159
1200,27389,622.61419305,2024-11-22 07:58:47.061223
1201,27390,622.69753892,2024-11-22 08:00:47.152111
1202,27391,622.69311216,2024-11-22 08:02:47.248466
1203,27392,622.70399514,2024-11-22 08:04:47.350221
1204,27393,622.70407866,2024-11-22 08:06:47.449781
1205,27394,622.67858972,2024-11-22 08:08:47.546550
1206,27395,622.71208591,2024-11-22 08:10:47.646355
1207,27396,622.69119981,2024-11-22 08:12:47.749451
1208,27397,622.72945901,2024-11-22 08:14:47.851884
1209,27398,622.75615053,2024-11-22 08:16:47.418011
1210,27399,622.7606368,2024-11-22 08:18:48.056005
1211,27400,622.74042817,2024-11-22 08:20:48.152150
1212,27401,622.80799524,2024-11-22 08:22:48.256433
1213,27402,622.86345264,2024-11-22 08:24:48.361666
1214,27403,622.97140227,2024-11-22 08:26:48.464974
1215,27404,622.94526696,2024-11-22 08:28:48.569886
1216,27405,622.88786316,2024-11-22 08:30:48.670048
1217,27406,622.92696557,2024-11-22 08:32:48.748468
1218,27407,622.94068392,2024-11-22 08:34:48.844144
1219,27408,624.97165739,2024-11-22 08:36:48.948115
1220,27409,624.92487965,2024-11-22 08:38:49.048341
1221,27410,624.89117697,2024-11-22 08:40:49.145392
1222,27411,624.8736,2024-11-22 08:42:49.251015
1223,27412,624.87163339,2024-11-22 08:44:49.405724
1224,27413,624.8897892,2024-11-22 08:46:49.905966
1225,27414,624.81667007,2024-11-22 08:48:49.551334
1226,27415,624.80434853,2024-11-22 08:50:49.650680
1227,27416,624.80884549,2024-11-22 08:52:49.749442
1228,27417,624.83675709,2024-11-22 08:54:49.846996
1229,27418,624.82972511,2024-11-22 08:56:49.949794
1230,27419,624.82355891,2024-11-22 08:58:50.050174
1231,27420,624.74979302,2024-11-22 09:00:50.149912
1232,27421,624.75977204,2024-11-22 09:02:50.251531
1233,27422,624.76318618,2024-11-22 09:04:50.348410
1234,27423,624.73898142,2024-11-22 09:06:50.454267
1235,27424,624.80359561,2024-11-22 09:08:50.557610
1236,27425,624.76987902,2024-11-22 09:10:50.662617
1237,27426,624.75045523,2024-11-22 09:12:50.759161
1238,27427,624.7720871,2024-11-22 09:14:50.857968
1239,27428,624.73074321,2024-11-22 09:16:51.398964
1240,27429,624.72075359,2024-11-22 09:18:51.052265
1241,27430,624.71559193,2024-11-22 09:20:51.151529
1242,27431,624.7011024,2024-11-22 09:22:51.254756
1243,27432,624.74096431,2024-11-22 09:24:51.458107
1244,27433,624.71230077,2024-11-22 09:26:51.372679
1245,27434,624.78897853,2024-11-22 09:28:51.474119
1246,27435,624.8173921,2024-11-22 09:30:51.573123
1247,27436,624.82235084,2024-11-22 09:32:51.671863
1248,27437,624.81008586,2024-11-22 09:34:51.769098
1249,27438,624.75426728,2024-11-22 09:36:51.872687
1250,27439,624.76593543,2024-11-22 09:38:51.971003
1251,27440,624.76691658,2024-11-22 09:40:52.071131
1252,27441,624.76663959,2024-11-22 09:42:52.170688
1253,27442,624.76310247,2024-11-22 09:44:52.269316
1254,27443,624.77775427,2024-11-22 09:46:52.810421
1255,27444,624.79625887,2024-11-22 09:48:52.461641
1256,27445,624.78451715,2024-11-22 09:50:52.556643
1257,27446,624.79912239,2024-11-22 09:52:52.657664
1258,27447,624.78544783,2024-11-22 09:54:52.751148
1259,27448,624.83219243,2024-11-22 09:56:52.850364
1260,27449,624.78026264,2024-11-22 09:58:52.952256
1261,27450,624.76421073,2024-11-22 10:00:53.048265
1262,27451,624.79279626,2024-11-22 10:02:53.142928
1263,27452,624.79054699,2024-11-22 10:04:53.241984
1264,27453,624.80959879,2024-11-22 10:06:53.347409
1265,27454,624.81173416,2024-11-22 10:08:53.440892
1266,27455,624.83088486,2024-11-22 10:10:53.540926
1267,27456,624.83107007,2024-11-22 10:12:53.642785
1268,27457,624.82313176,2024-11-22 10:14:53.740361
1269,27458,624.88442877,2024-11-22 10:16:54.252613
1270,27459,624.85583192,2024-11-22 10:18:53.945560
1271,27460,624.90835923,2024-11-22 10:20:54.045495
1272,27461,624.92399104,2024-11-22 10:22:54.123953
1273,27462,624.95349014,2024-11-22 10:24:54.231267
1274,27463,624.94012336,2024-11-22 10:26:54.344625
1275,27464,624.92213939,2024-11-22 10:28:54.431271
1276,27465,624.93259344,2024-11-22 10:30:54.526221
1277,27466,624.92541534,2024-11-22 10:32:54.612915
1278,27467,624.91318016,2024-11-22 10:34:54.714478
1279,27468,624.92468219,2024-11-22 10:36:54.809512
1280,27469,624.93079055,2024-11-22 10:38:54.910993
1281,27470,624.88936872,2024-11-22 10:40:55.011453
1282,27471,624.76256183,2024-11-22 10:42:55.110764
1283,27472,624.74190396,2024-11-22 10:44:55.210529
1284,27473,624.74168513,2024-11-22 10:46:55.741147
1285,27474,624.74280848,2024-11-22 10:48:55.406294
1286,27475,624.7745225,2024-11-22 10:50:55.506389
1287,27476,624.78497587,2024-11-22 10:52:55.609669
1288,27477,624.81441208,2024-11-22 10:54:55.707849
1289,27478,624.81468009,2024-11-22 10:56:55.807034
1290,27479,624.80735018,2024-11-22 10:58:55.907581
1291,27480,624.82944106,2024-11-22 11:00:56.008982
1292,27481,624.79829279,2024-11-22 11:02:56.110771
1293,27482,624.80407703,2024-11-22 11:04:56.210183
1294,27483,624.81651002,2024-11-22 11:06:56.311571
1295,27484,624.82418259,2024-11-22 11:08:56.413548
1296,27485,624.80509208,2024-11-22 11:10:56.508794
1297,27486,624.82160941,2024-11-22 11:12:56.611806
1298,27487,624.86674996,2024-11-22 11:14:56.710486
1299,27488,624.87850404,2024-11-22 11:16:57.203967
1300,27489,624.83701097,2024-11-22 11:18:56.810081
1301,27490,624.80047012,2024-11-22 11:20:56.908759
1302,27491,624.82306647,2024-11-22 11:22:57.012494
1303,27492,624.81133009,2024-11-22 11:24:57.112874
1304,27493,624.84228914,2024-11-22 11:26:57.214465
1305,27494,624.81390839,2024-11-22 11:28:57.315743
1306,27495,624.85034838,2024-11-22 11:30:57.416145
1307,27496,624.86159813,2024-11-22 11:32:57.514652
1308,27497,624.84746307,2024-11-22 11:34:57.616017
1309,27498,624.88381619,2024-11-22 11:36:57.711728
1310,27499,624.846397,2024-11-22 11:38:57.812146
1311,27500,624.8474927,2024-11-22 11:40:57.911670
1312,27501,624.83434759,2024-11-22 11:42:58.012911
1313,27502,624.82588853,2024-11-22 11:44:58.118604
1314,27503,624.87701652,2024-11-22 11:46:58.671903
1315,27504,624.84372001,2024-11-22 11:48:58.322489
1316,27505,624.84096425,2024-11-22 11:50:58.418404
1317,27506,624.8697486,2024-11-22 11:52:58.519690
1318,27507,624.89785364,2024-11-22 11:54:58.621578
1319,27508,624.88190495,2024-11-22 11:56:58.724995
1320,27509,624.87053727,2024-11-22 11:58:58.830400
1321,27510,624.83653424,2024-11-22 12:00:58.933702
1322,27511,624.86532334,2024-11-22 12:02:59.026986
1323,27512,624.85290315,2024-11-22 12:04:59.126908
1324,27513,624.8791266,2024-11-22 12:06:59.227331
1325,27514,624.88075633,2024-11-22 12:08:59.330081
1326,27515,624.88037816,2024-11-22 12:10:59.432321
1327,27516,624.84730701,2024-11-22 12:12:59.523803
1328,27517,624.84257357,2024-11-22 12:14:59.613872
1329,27518,624.85703055,2024-11-22 12:17:00.147058
1330,27519,624.85619178,2024-11-22 12:18:59.786762
1331,27520,624.80280134,2024-11-22 12:20:59.898972
1332,27521,624.84763006,2024-11-22 12:22:59.991656
1333,27522,624.86407337,2024-11-22 12:25:00.089086
1334,27523,624.85875243,2024-11-22 12:27:00.189593
1335,27524,624.88905484,2024-11-22 12:29:00.291479
1336,27525,624.87391618,2024-11-22 12:31:00.393201
1337,27526,624.91649722,2024-11-22 12:33:00.494773
1338,27527,624.86556092,2024-11-22 12:35:00.586634
1339,27528,624.87248247,2024-11-22 12:37:00.682329
1340,27529,624.8625275,2024-11-22 12:39:00.783476
1341,27530,624.91045488,2024-11-22 12:41:00.886399
1342,27531,624.86944121,2024-11-22 12:43:00.979070
1343,27532,624.88159062,2024-11-22 12:45:01.077274
1344,27533,624.89870145,2024-11-22 12:47:01.578203
1345,27534,624.89491609,2024-11-22 12:49:01.291584
1346,27535,624.9132895,2024-11-22 12:51:01.389574
1347,27536,624.92052542,2024-11-22 12:53:01.488335
1348,27537,624.91029011,2024-11-22 12:55:01.589238
1349,27538,624.919872,2024-11-22 12:57:01.688690
1350,27539,624.90134181,2024-11-22 12:59:01.794336
1351,27540,624.91107761,2024-11-22 13:01:01.888140
1352,27541,624.87105634,2024-11-22 13:03:01.990394
1353,27542,624.82933774,2024-11-22 13:05:02.088690
1354,27543,624.84159901,2024-11-22 13:07:02.116515
1355,27544,624.86099933,2024-11-22 13:09:02.218275
1356,27545,624.86895278,2024-11-22 13:11:02.319799
1357,27546,624.82313594,2024-11-22 13:13:02.416371
1358,27547,624.82722795,2024-11-22 13:15:02.513860
1359,27548,624.87032122,2024-11-22 13:17:03.006568
1360,27549,624.89082935,2024-11-22 13:19:02.710637
1361,27550,624.8670654,2024-11-22 13:21:02.807089
1362,27551,624.86382371,2024-11-22 13:23:02.913049
1363,27552,624.86415623,2024-11-22 13:25:03.008587
1364,27553,624.8518566,2024-11-22 13:27:03.105397
1365,27554,624.83573265,2024-11-22 13:29:03.307506
1366,27555,624.87181071,2024-11-22 13:31:03.307959
1367,27556,624.82215055,2024-11-22 13:33:03.404625
1368,27557,624.86120906,2024-11-22 13:35:03.507316
1369,27558,624.86523625,2024-11-22 13:37:03.609958
1370,27559,624.90283765,2024-11-22 13:39:03.711653
1371,27560,624.89428776,2024-11-22 13:41:03.814431
1372,27561,624.89064496,2024-11-22 13:43:03.913160
1373,27562,624.88411365,2024-11-22 13:45:04.012402
1374,27563,624.83984546,2024-11-22 13:47:04.694028
1375,27564,624.8250322,2024-11-22 13:49:04.209679
1376,27565,624.82230487,2024-11-22 13:51:04.306482
1377,27566,624.83694313,2024-11-22 13:53:04.410914
1378,27567,624.82848977,2024-11-22 13:55:04.513088
1379,27568,624.85346707,2024-11-22 13:57:04.612005
1380,27569,624.82096942,2024-11-22 13:59:04.713751
1381,27570,624.83426974,2024-11-22 14:01:04.824487
1382,27571,624.83924767,2024-11-22 14:03:04.913006
1383,27572,624.82691618,2024-11-22 14:05:05.010629
1384,27573,624.81603338,2024-11-22 14:07:05.109961
1385,27574,624.82199143,2024-11-22 14:09:05.213456
1386,27575,624.8257515,2024-11-22 14:11:05.313462
1387,27576,624.86199386,2024-11-22 14:13:05.404377
1388,27577,624.84271383,2024-11-22 14:15:05.506455
1389,27578,624.7998936,2024-11-22 14:17:05.602312
1390,27579,624.81565877,2024-11-22 14:19:06.240293
1391,27580,624.80995877,2024-11-22 14:21:06.345302
1392,27581,624.82878792,2024-11-22 14:23:06.439702
1393,27582,624.80000555,2024-11-22 14:25:06.537966
1394,27583,624.82701996,2024-11-22 14:27:06.651121
1395,27584,624.82810444,2024-11-22 14:29:06.740960
1396,27585,624.84198241,2024-11-22 14:31:06.842701
1397,27586,624.84537453,2024-11-22 14:33:06.946519
1398,27587,624.8266666,2024-11-22 14:35:07.040442
1399,27588,624.8247487,2024-11-22 14:37:07.139383
1400,27589,624.80507465,2024-11-22 14:39:07.240364
1401,27590,624.81839912,2024-11-22 14:41:07.339333
1402,27591,624.79117121,2024-11-22 14:43:07.438405
1403,27592,624.77789344,2024-11-22 14:45:07.525901
1404,27593,624.79702483,2024-11-22 14:47:07.451461
1405,27594,624.77139259,2024-11-22 14:49:07.595273
1406,27595,624.78668254,2024-11-22 14:51:07.652419
1407,27596,624.78673538,2024-11-22 14:53:07.751755
1408,27597,624.80019594,2024-11-22 14:55:07.860198
1409,27598,624.78982375,2024-11-22 14:57:07.889162
1410,27599,624.77027995,2024-11-22 14:59:07.985599
1411,27600,624.77500043,2024-11-22 15:01:08.084418
1412,27601,624.76416423,2024-11-22 15:03:08.185508
1413,27602,624.76501072,2024-11-22 15:05:08.283829
1414,27603,624.76304994,2024-11-22 15:07:08.382488
1415,27604,624.76361252,2024-11-22 15:09:08.485615
1416,27605,624.7518996,2024-11-22 15:11:08.586027
1417,27606,624.75655838,2024-11-22 15:13:08.685442
1418,27607,624.73334147,2024-11-22 15:15:08.777079
1419,27608,624.75031492,2024-11-22 15:17:08.904147
1420,27609,624.74020266,2024-11-22 15:19:09.004938
1421,27610,624.75416852,2024-11-22 15:21:09.105574
1422,27611,624.72871956,2024-11-22 15:23:09.210811
1423,27612,624.73012297,2024-11-22 15:25:09.309504
1424,27613,624.74426298,2024-11-22 15:27:09.410847
1425,27614,624.75741018,2024-11-22 15:29:09.506854
1426,27615,624.75302831,2024-11-22 15:31:09.602712
1427,27616,624.8204232,2024-11-22 15:33:09.703700
1428,27617,624.8412483,2024-11-22 15:35:09.805853
1429,27618,624.84761448,2024-11-22 15:37:09.908483
1430,27619,624.84471136,2024-11-22 15:39:09.431513
1431,27620,624.85650763,2024-11-22 15:41:09.533225
1432,27621,624.83868744,2024-11-22 15:43:09.634772
1433,27622,624.83542361,2024-11-22 15:45:09.738876
1434,27623,624.8280421,2024-11-22 15:47:10.365774
1435,27624,624.82150592,2024-11-22 15:49:10.467358
1436,27625,624.84634494,2024-11-22 15:51:10.566574
1437,27626,624.85168415,2024-11-22 15:53:10.673296
1438,27627,624.84675234,2024-11-22 15:55:10.773569
1439,27628,624.84521488,2024-11-22 15:57:10.875953
1440,27629,624.82619376,2024-11-22 15:59:10.968611
1441,27630,624.831305,2024-11-22 16:01:11.066765
1442,27631,624.83076167,2024-11-22 16:03:11.172819
1443,27632,624.83277518,2024-11-22 16:05:11.270815
1444,27633,624.8193401,2024-11-22 16:07:11.371788
1445,27634,624.80236945,2024-11-22 16:09:10.840067
1446,27635,624.81479996,2024-11-22 16:11:10.936374
1447,27636,624.80400084,2024-11-22 16:13:11.033742
1448,27637,624.81582321,2024-11-22 16:15:11.133205
1449,27638,624.74917743,2024-11-22 16:17:11.850900
1450,27639,624.76631979,2024-11-22 16:19:11.945096
1451,27640,624.73377401,2024-11-22 16:21:12.046157
1452,27641,624.72958299,2024-11-22 16:23:12.147145
1453,27642,624.75090775,2024-11-22 16:25:12.246214
1454,27643,624.7441098,2024-11-22 16:27:12.343679
1455,27644,624.72910094,2024-11-22 16:29:12.447705
1456,27645,624.74222921,2024-11-22 16:31:12.539761
1457,27646,624.72097815,2024-11-22 16:33:12.642385
1458,27647,624.74035517,2024-11-22 16:35:12.738757
1459,27648,624.72702366,2024-11-22 16:37:12.840994
1460,27649,624.73940887,2024-11-22 16:39:12.404124
1461,27650,624.77843978,2024-11-22 16:41:12.500848
1462,27651,624.77381342,2024-11-22 16:43:12.599860
1463,27652,624.76259375,2024-11-22 16:45:12.698750
1464,27653,624.73610819,2024-11-22 16:47:13.273874
1465,27654,624.73670633,2024-11-22 16:49:13.373125
1466,27655,624.74335707,2024-11-22 16:51:13.579410
1467,27656,624.72380618,2024-11-22 16:53:13.575330
1468,27657,624.74623778,2024-11-22 16:55:13.671577
1469,27658,624.69911304,2024-11-22 16:57:13.770760
1470,27659,624.70288004,2024-11-22 16:59:13.869611
1471,27660,624.68952702,2024-11-22 17:01:13.963763
1472,27661,624.72217478,2024-11-22 17:03:14.064438
1473,27662,624.74039255,2024-11-22 17:05:14.165556
1474,27663,624.73782745,2024-11-22 17:07:14.267247
1475,27664,624.73417365,2024-11-22 17:09:13.775578
1476,27665,624.71488634,2024-11-22 17:11:13.875189
1477,27666,624.70905118,2024-11-22 17:13:13.976918
1478,27667,624.70464661,2024-11-22 17:15:14.072607
1479,27668,624.67474343,2024-11-22 17:17:14.649770
1480,27669,624.69529615,2024-11-22 17:19:14.748790
1481,27670,624.69558315,2024-11-22 17:21:14.849108
1482,27671,624.69408878,2024-11-22 17:23:14.952871
1483,27672,624.68417898,2024-11-22 17:25:15.060106
1484,27673,624.68584664,2024-11-22 17:27:15.160965
1485,27674,624.65633038,2024-11-22 17:29:15.259177
1486,27675,624.67253833,2024-11-22 17:31:15.359828
1487,27676,624.65045462,2024-11-22 17:33:15.458943
1488,27677,624.65881688,2024-11-22 17:35:15.559646
1489,27678,624.6608135,2024-11-22 17:37:15.663021
1490,27679,624.68915418,2024-11-22 17:39:15.330956
1491,27680,624.71855795,2024-11-22 17:41:15.431159
1492,27681,624.66224713,2024-11-22 17:43:15.527836
1493,27682,624.67846957,2024-11-22 17:45:15.631135
1494,27683,624.67899575,2024-11-22 17:47:15.731184
1495,27684,624.66083676,2024-11-22 17:49:15.847263
1496,27685,624.67565656,2024-11-22 17:51:15.976862
1497,27686,624.68951637,2024-11-22 17:53:16.032282
1498,27687,624.64939242,2024-11-22 17:55:16.309602
